airport_code,airport_name,airport_name_full,time_label,time_month,time_month_name,time_year,statistics_of_delays_carrier,statistics_of_delays_late_aircraft,statistics_of_delays_national_aviation_system,statistics_of_delays_security,statistics_of_delays_weather,statistics_carriers_total,statistics_flights_cancelled,statistics_flights_delayed,statistics_flights_diverted,statistics_flights_on_time,statistics_flights_total,,
MDW,Chicago, IL: Chicago Midway International,01-juil.-13,7,July,2013,420,825,574,9,63,7,40,1892,18,6409,8359,,
MIA,Miami, FL: Miami International,01-juil.-13,7,July,2013,398,683,461,2,62,7,63,1608,21,5267,6959,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-juil.-13,7,July,2013,738,973,472,1,62,12,192,2246,22,11292,13752,,
ORD,Chicago, IL: Chicago O'Hare International,01-juil.-13,7,July,2013,1327,3373,1914,4,151,13,541,6767,59,20603,27970,,
PDX,Portland, OR: Portland International,01-juil.-13,7,July,2013,338,456,180,2,22,11,41,998,6,3987,5032,,
PHL,Philadelphia, PA: Philadelphia International,01-juil.-13,7,July,2013,468,538,1164,3,83,13,130,2255,30,4756,7171,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-juil.-13,7,July,2013,775,1091,605,7,61,12,160,2538,11,12729,15438,,
SAN,San Diego, CA: San Diego International,01-juil.-13,7,July,2013,489,706,281,3,30,12,104,1510,13,5388,7015,,
SEA,Seattle, WA: Seattle/Tacoma International,01-juil.-13,7,July,2013,637,754,530,13,42,11,46,1976,5,8441,10468,,
SFO,San Francisco, CA: San Francisco International,01-juil.-13,7,July,2013,808,1547,3225,3,105,12,862,5688,136,8715,15401,,
SLC,Salt Lake City, UT: Salt Lake City International,01-juil.-13,7,July,2013,500,623,311,1,37,12,62,1473,9,8784,10328,,
TPA,Tampa, FL: Tampa International,01-juil.-13,7,July,2013,461,577,383,3,44,10,29,1469,32,4154,5684,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-août-13,8,August,2013,1462,2609,2737,4,176,13,213,6985,52,27889,35139,,
BOS,Boston, MA: Logan International,01-août-13,8,August,2013,587,902,748,6,37,13,55,2278,9,8050,10392,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-août-13,8,August,2013,442,785,370,3,39,12,19,1636,9,7192,8856,,
CLT,Charlotte, NC: Charlotte Douglas International,01-août-13,8,August,2013,620,881,920,5,54,11,122,2478,12,10583,13195,,
DCA,Washington, DC: Ronald Reagan Washington National,01-août-13,8,August,2013,333,380,316,2,30,14,87,1059,10,5207,6363,,
DEN,Denver, CO: Denver International,01-août-13,8,August,2013,1113,1714,1380,11,89,13,112,4306,89,15520,20027,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-août-13,8,August,2013,977,2001,1005,7,105,13,362,4096,145,20323,24926,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-août-13,8,August,2013,553,969,605,1,71,12,157,2197,17,12902,15273,,
EWR,Newark, NJ: Newark Liberty International,01-août-13,8,August,2013,475,810,1075,3,53,11,200,2419,55,7649,10323,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-août-13,8,August,2013,427,431,270,3,19,11,10,1151,2,3952,5115,,
IAD,Washington, DC: Washington Dulles International,01-août-13,8,August,2013,354,565,273,1,26,10,119,1217,4,5169,6509,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-août-13,8,August,2013,618,942,590,3,54,11,143,2207,70,12816,15236,,
JFK,New York, NY: John F. Kennedy International,01-août-13,8,August,2013,495,782,1080,7,44,10,97,2411,34,7447,9989,,
LAS,Las Vegas, NV: McCarran International,01-août-13,8,August,2013,651,1209,611,4,68,12,45,2545,12,9440,12042,,
LAX,Los Angeles, CA: Los Angeles International,01-août-13,8,August,2013,1119,1824,1360,7,83,13,188,4392,13,15813,20406,,
LGA,New York, NY: LaGuardia,01-août-13,8,August,2013,441,550,1041,2,58,13,230,2096,60,6597,8983,,
MCO,Orlando, FL: Orlando International,01-août-13,8,August,2013,652,649,515,6,35,11,22,1860,42,7328,9252,,
MDW,Chicago, IL: Chicago Midway International,01-août-13,8,August,2013,456,818,570,8,55,7,17,1905,53,6107,8082,,
MIA,Miami, FL: Miami International,01-août-13,8,August,2013,311,406,268,1,34,7,23,1019,7,5826,6875,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-août-13,8,August,2013,514,710,402,5,38,12,69,1668,32,11919,13688,,
ORD,Chicago, IL: Chicago O'Hare International,01-août-13,8,August,2013,1019,2383,2073,5,118,13,516,5596,79,21523,27714,,
PDX,Portland, OR: Portland International,01-août-13,8,August,2013,270,392,162,3,19,11,13,849,1,4137,5000,,
PHL,Philadelphia, PA: Philadelphia International,01-août-13,8,August,2013,426,411,832,4,53,14,56,1727,16,5311,7110,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-août-13,8,August,2013,806,1091,637,8,41,12,113,2581,36,12214,14944,,
SAN,San Diego, CA: San Diego International,01-août-13,8,August,2013,459,698,304,2,24,12,59,1489,7,5295,6850,,
SEA,Seattle, WA: Seattle/Tacoma International,01-août-13,8,August,2013,521,649,461,5,31,11,24,1665,7,8587,10283,,
SFO,San Francisco, CA: San Francisco International,01-août-13,8,August,2013,807,1651,2842,4,105,12,322,5411,54,9691,15478,,
SLC,Salt Lake City, UT: Salt Lake City International,01-août-13,8,August,2013,409,555,235,2,27,13,75,1228,12,9087,10402,,
TPA,Tampa, FL: Tampa International,01-août-13,8,August,2013,367,407,257,1,19,12,4,1050,31,4232,5317,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-sept.-13,9,September,2013,921,1442,1477,1,97,13,98,3940,27,27981,32046,,
BOS,Boston, MA: Logan International,01-sept.-13,9,September,2013,438,434,526,4,36,13,73,1434,9,7774,9290,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-sept.-13,9,September,2013,370,528,271,1,37,11,78,1206,31,6668,7983,,
CLT,Charlotte, NC: Charlotte Douglas International,01-sept.-13,9,September,2013,434,467,531,9,45,11,116,1488,6,10631,12241,,
DCA,Washington, DC: Ronald Reagan Washington National,01-sept.-13,9,September,2013,252,212,334,3,30,14,79,832,9,5005,5925,,
DEN,Denver, CO: Denver International,01-sept.-13,9,September,2013,789,1323,1452,5,96,13,71,3667,139,14946,18823,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-sept.-13,9,September,2013,655,1328,635,3,86,13,223,2711,118,20159,23211,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-sept.-13,9,September,2013,360,475,356,2,51,12,101,1242,18,11833,13194,,
EWR,Newark, NJ: Newark Liberty International,01-sept.-13,9,September,2013,363,453,747,3,51,11,164,1615,49,7694,9522,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-sept.-13,9,September,2013,225,190,128,3,9,11,11,553,6,3548,4118,,
IAD,Washington, DC: Washington Dulles International,01-sept.-13,9,September,2013,249,338,306,2,32,10,107,926,19,5066,6118,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-sept.-13,9,September,2013,457,695,661,2,45,10,115,1862,52,12229,14258,,
JFK,New York, NY: John F. Kennedy International,01-sept.-13,9,September,2013,344,376,731,1,42,10,108,1496,24,7312,8940,,
LAS,Las Vegas, NV: McCarran International,01-sept.-13,9,September,2013,587,1007,572,1,63,12,30,2230,18,9140,11418,,
LAX,Los Angeles, CA: Los Angeles International,01-sept.-13,9,September,2013,777,1285,866,4,58,13,173,2989,12,15216,18390,,
LGA,New York, NY: LaGuardia,01-sept.-13,9,September,2013,320,354,797,2,53,13,238,1528,47,7302,9115,,
MCO,Orlando, FL: Orlando International,01-sept.-13,9,September,2013,367,342,230,2,25,10,18,964,20,6698,7700,,
MDW,Chicago, IL: Chicago Midway International,01-sept.-13,9,September,2013,384,563,367,6,56,7,14,1377,16,6039,7446,,
MIA,Miami, FL: Miami International,01-sept.-13,9,September,2013,219,264,189,2,35,7,22,710,7,5426,6165,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-sept.-13,9,September,2013,375,421,295,4,29,12,57,1125,13,10775,11970,,
ORD,Chicago, IL: Chicago O'Hare International,01-sept.-13,9,September,2013,741,1362,1280,2,87,12,542,3473,49,21221,25285,,
PDX,Portland, OR: Portland International,01-sept.-13,9,September,2013,209,326,199,1,10,11,17,743,3,3860,4623,,
PHL,Philadelphia, PA: Philadelphia International,01-sept.-13,9,September,2013,285,209,448,3,37,14,53,982,3,5429,6467,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-sept.-13,9,September,2013,636,826,425,2,37,12,95,1926,19,11655,13695,,
SAN,San Diego, CA: San Diego International,01-sept.-13,9,September,2013,372,576,202,1,20,12,55,1171,8,4932,6166,,
SEA,Seattle, WA: Seattle/Tacoma International,01-sept.-13,9,September,2013,388,472,407,6,28,11,26,1297,11,7630,8964,,
SFO,San Francisco, CA: San Francisco International,01-sept.-13,9,September,2013,518,1009,1860,4,98,12,193,3488,22,10200,13903,,
SLC,Salt Lake City, UT: Salt Lake City International,01-sept.-13,9,September,2013,309,400,227,1,35,12,33,970,3,8131,9137,,
TPA,Tampa, FL: Tampa International,01-sept.-13,9,September,2013,248,237,102,2,15,12,4,602,8,3999,4613,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-oct.-13,10,October,2013,946,1389,1290,4,36,13,79,3668,30,30033,33810,,
BOS,Boston, MA: Logan International,01-oct.-13,10,October,2013,386,401,347,1,14,13,31,1148,6,8517,9702,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-oct.-13,10,October,2013,362,569,280,4,18,11,14,1236,23,7188,8461,,
CLT,Charlotte, NC: Charlotte Douglas International,01-oct.-13,10,October,2013,462,662,636,2,22,11,136,1786,8,11387,13317,,
DCA,Washington, DC: Ronald Reagan Washington National,01-oct.-13,10,October,2013,250,218,241,1,8,13,46,718,5,5441,6210,,
DEN,Denver, CO: Denver International,01-oct.-13,10,October,2013,798,1295,1304,5,56,13,105,3459,51,15790,19405,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-oct.-13,10,October,2013,773,1647,1271,2,73,13,193,3766,71,20208,24238,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-oct.-13,10,October,2013,375,500,348,5,22,12,70,1255,9,12574,13908,,
EWR,Newark, NJ: Newark Liberty International,01-oct.-13,10,October,2013,320,571,1140,2,28,11,103,2061,20,7892,10076,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-oct.-13,10,October,2013,210,177,139,4,2,10,7,533,6,4060,4606,,
IAD,Washington, DC: Washington Dulles International,01-oct.-13,10,October,2013,238,440,222,3,11,10,56,915,6,5536,6513,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-oct.-13,10,October,2013,546,849,903,1,34,10,77,2335,20,12478,14910,,
JFK,New York, NY: John F. Kennedy International,01-oct.-13,10,October,2013,307,333,664,4,21,10,39,1327,6,7809,9181,,
LAS,Las Vegas, NV: McCarran International,01-oct.-13,10,October,2013,600,925,788,6,52,12,23,2373,4,9751,12151,,
LAX,Los Angeles, CA: Los Angeles International,01-oct.-13,10,October,2013,875,1227,1124,7,62,13,139,3294,21,15512,18966,,
LGA,New York, NY: LaGuardia,01-oct.-13,10,October,2013,342,412,1030,1,41,12,121,1825,11,7688,9645,,
MCO,Orlando, FL: Orlando International,01-oct.-13,10,October,2013,389,360,278,1,9,12,6,1040,3,7535,8584,,
MDW,Chicago, IL: Chicago Midway International,01-oct.-13,10,October,2013,401,562,432,4,14,7,5,1414,17,6298,7734,,
MIA,Miami, FL: Miami International,01-oct.-13,10,October,2013,217,230,139,2,11,7,13,598,7,5933,6551,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-oct.-13,10,October,2013,403,492,495,6,21,12,78,1415,11,11184,12688,,
ORD,Chicago, IL: Chicago O'Hare International,01-oct.-13,10,October,2013,888,1829,1719,2,72,12,293,4510,38,21698,26539,,
PDX,Portland, OR: Portland International,01-oct.-13,10,October,2013,196,255,132,1,7,11,28,592,4,4116,4740,,
PHL,Philadelphia, PA: Philadelphia International,01-oct.-13,10,October,2013,292,223,585,4,18,14,30,1124,5,5546,6705,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-oct.-13,10,October,2013,692,858,692,6,13,12,73,2264,7,12309,14653,,
SAN,San Diego, CA: San Diego International,01-oct.-13,10,October,2013,385,484,345,5,12,12,49,1232,6,5096,6383,,
SEA,Seattle, WA: Seattle/Tacoma International,01-oct.-13,10,October,2013,306,325,327,5,25,11,24,985,35,7432,8476,,
SFO,San Francisco, CA: San Francisco International,01-oct.-13,10,October,2013,565,912,1325,3,40,12,215,2844,13,11223,14295,,
SLC,Salt Lake City, UT: Salt Lake City International,01-oct.-13,10,October,2013,282,385,219,2,7,11,33,897,4,8330,9264,,
TPA,Tampa, FL: Tampa International,01-oct.-13,10,October,2013,282,278,159,4,7,10,3,729,2,4392,5126,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-nov.-13,11,November,2013,1044,1680,1900,10,79,13,102,4714,14,26636,31466,,
BOS,Boston, MA: Logan International,01-nov.-13,11,November,2013,382,386,249,5,21,13,55,1044,9,7967,9075,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-nov.-13,11,November,2013,408,607,211,1,27,11,19,1255,6,6444,7724,,
CLT,Charlotte, NC: Charlotte Douglas International,01-nov.-13,11,November,2013,463,779,667,4,43,11,158,1955,12,10366,12491,,
DCA,Washington, DC: Ronald Reagan Washington National,01-nov.-13,11,November,2013,259,219,189,1,17,14,55,685,7,5098,5845,,
DEN,Denver, CO: Denver International,01-nov.-13,11,November,2013,745,1163,884,9,47,13,148,2848,10,14956,17962,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-nov.-13,11,November,2013,787,1338,937,8,79,13,710,3147,76,18815,22748,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-nov.-13,11,November,2013,373,507,388,2,46,12,110,1316,12,11172,12610,,
EWR,Newark, NJ: Newark Liberty International,01-nov.-13,11,November,2013,357,528,691,5,29,12,107,1611,4,7972,9694,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-nov.-13,11,November,2013,314,250,292,5,9,10,20,869,11,4304,5204,,
IAD,Washington, DC: Washington Dulles International,01-nov.-13,11,November,2013,234,403,238,3,26,10,48,901,5,4933,5887,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-nov.-13,11,November,2013,517,962,661,3,49,11,126,2195,12,11915,14248,,
JFK,New York, NY: John F. Kennedy International,01-nov.-13,11,November,2013,332,319,576,16,21,10,53,1265,8,7375,8701,,
LAS,Las Vegas, NV: McCarran International,01-nov.-13,11,November,2013,476,667,791,9,69,12,81,2014,30,8949,11074,,
LAX,Los Angeles, CA: Los Angeles International,01-nov.-13,11,November,2013,776,964,953,34,68,13,280,2797,76,14849,18002,,
LGA,New York, NY: LaGuardia,01-nov.-13,11,November,2013,318,440,1003,3,47,13,126,1810,14,6898,8848,,
MCO,Orlando, FL: Orlando International,01-nov.-13,11,November,2013,415,430,388,5,14,13,26,1250,4,7737,9017,,
MDW,Chicago, IL: Chicago Midway International,01-nov.-13,11,November,2013,387,553,398,5,39,7,12,1380,21,5489,6902,,
MIA,Miami, FL: Miami International,01-nov.-13,11,November,2013,248,238,227,5,18,7,15,737,9,5785,6546,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-nov.-13,11,November,2013,388,477,404,3,28,12,61,1299,8,10224,11592,,
ORD,Chicago, IL: Chicago O'Hare International,01-nov.-13,11,November,2013,825,1446,1698,4,70,12,441,4045,36,19511,24033,,
PDX,Portland, OR: Portland International,01-nov.-13,11,November,2013,216,263,149,2,7,11,30,639,7,3937,4613,,
PHL,Philadelphia, PA: Philadelphia International,01-nov.-13,11,November,2013,295,273,447,1,21,14,49,1037,1,5251,6338,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-nov.-13,11,November,2013,608,696,533,7,20,12,122,1863,6,12114,14105,,
SAN,San Diego, CA: San Diego International,01-nov.-13,11,November,2013,347,407,246,2,24,12,99,1023,56,4851,6029,,
SEA,Seattle, WA: Seattle/Tacoma International,01-nov.-13,11,November,2013,327,352,308,6,24,11,36,1017,25,6906,7984,,
SFO,San Francisco, CA: San Francisco International,01-nov.-13,11,November,2013,522,742,975,9,44,12,182,2294,55,10758,13289,,
SLC,Salt Lake City, UT: Salt Lake City International,01-nov.-13,11,November,2013,288,324,183,2,11,11,42,809,2,7657,8510,,
TPA,Tampa, FL: Tampa International,01-nov.-13,11,November,2013,304,344,199,5,6,12,6,860,0,4413,5279,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-déc.-13,12,December,2013,1782,2782,2739,11,210,13,354,7524,17,23999,31894,,
BOS,Boston, MA: Logan International,01-déc.-13,12,December,2013,669,912,588,4,75,13,223,2249,18,6400,8890,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-déc.-13,12,December,2013,694,1340,404,7,53,11,111,2497,25,5269,7902,,
CLT,Charlotte, NC: Charlotte Douglas International,01-déc.-13,12,December,2013,673,959,1144,5,85,11,205,2866,7,9759,12837,,
DCA,Washington, DC: Ronald Reagan Washington National,01-déc.-13,12,December,2013,403,412,322,0,65,14,208,1200,17,4354,5779,,
DEN,Denver, CO: Denver International,01-déc.-13,12,December,2013,1627,2639,1996,13,144,13,374,6423,48,12183,19028,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-déc.-13,12,December,2013,1090,2147,1607,4,249,13,2685,5099,43,15936,23763,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-déc.-13,12,December,2013,647,1079,693,3,113,12,204,2537,4,9182,11927,,
EWR,Newark, NJ: Newark Liberty International,01-déc.-13,12,December,2013,614,1016,1229,3,77,11,527,2941,29,6416,9913,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-déc.-13,12,December,2013,666,657,838,10,55,10,73,2223,1,3584,5881,,
IAD,Washington, DC: Washington Dulles International,01-déc.-13,12,December,2013,394,634,288,1,38,10,282,1356,5,4146,5789,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-déc.-13,12,December,2013,971,1471,1136,3,136,10,373,3715,38,10726,14852,,
JFK,New York, NY: John F. Kennedy International,01-déc.-13,12,December,2013,621,908,884,2,67,10,189,2481,15,6466,9151,,
LAS,Las Vegas, NV: McCarran International,01-déc.-13,12,December,2013,1006,1624,788,9,67,12,97,3493,8,7513,11111,,
LAX,Los Angeles, CA: Los Angeles International,01-déc.-13,12,December,2013,1364,1943,1391,7,194,13,230,4899,32,13899,19060,,
LGA,New York, NY: LaGuardia,01-déc.-13,12,December,2013,558,848,949,4,103,12,376,2461,62,6165,9064,,
MCO,Orlando, FL: Orlando International,01-déc.-13,12,December,2013,973,989,893,14,70,13,116,2936,7,6571,9630,,
MDW,Chicago, IL: Chicago Midway International,01-déc.-13,12,December,2013,710,1283,813,13,74,6,60,2894,11,4287,7252,,
MIA,Miami, FL: Miami International,01-déc.-13,12,December,2013,472,473,457,2,108,8,102,1514,6,5867,7489,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-déc.-13,12,December,2013,692,1240,982,7,141,13,208,3062,6,8291,11567,,
ORD,Chicago, IL: Chicago O'Hare International,01-déc.-13,12,December,2013,1416,2777,3025,4,224,12,1211,7446,32,14397,23086,,
PDX,Portland, OR: Portland International,01-déc.-13,12,December,2013,453,553,352,4,40,11,54,1403,11,3258,4726,,
PHL,Philadelphia, PA: Philadelphia International,01-déc.-13,12,December,2013,437,439,597,2,61,14,195,1537,28,4614,6374,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-déc.-13,12,December,2013,1117,1405,1084,10,80,12,167,3695,7,10812,14681,,
SAN,San Diego, CA: San Diego International,01-déc.-13,12,December,2013,552,804,352,2,42,12,99,1751,31,4362,6243,,
SEA,Seattle, WA: Seattle/Tacoma International,01-déc.-13,12,December,2013,668,602,671,5,84,11,55,2028,24,6244,8351,,
SFO,San Francisco, CA: San Francisco International,01-déc.-13,12,December,2013,885,1137,954,4,157,12,245,3138,32,10394,13809,,
SLC,Salt Lake City, UT: Salt Lake City International,01-déc.-13,12,December,2013,587,893,670,7,109,11,283,2265,82,6107,8737,,
TPA,Tampa, FL: Tampa International,01-déc.-13,12,December,2013,620,749,464,7,51,11,61,1887,2,3713,5663,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-janv.-14,1,January,2014,1801,2983,2434,3,307,11,2532,7528,50,20674,30784,,
BOS,Boston, MA: Logan International,01-janv.-14,1,January,2014,633,721,348,2,119,11,707,1825,36,5715,8283,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-janv.-14,1,January,2014,652,923,425,7,66,9,426,2071,18,4661,7176,,
CLT,Charlotte, NC: Charlotte Douglas International,01-janv.-14,1,January,2014,579,582,723,3,76,9,428,1966,16,7367,9777,,
DCA,Washington, DC: Ronald Reagan Washington National,01-janv.-14,1,January,2014,425,453,333,1,73,13,394,1282,16,4047,5739,,
DEN,Denver, CO: Denver International,01-janv.-14,1,January,2014,1273,2079,1693,8,166,12,788,5218,15,11934,17955,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-janv.-14,1,January,2014,1008,1871,1120,2,254,11,779,4256,31,18416,23482,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-janv.-14,1,January,2014,576,724,476,1,98,10,591,1876,13,5070,7550,,
EWR,Newark, NJ: Newark Liberty International,01-janv.-14,1,January,2014,625,934,781,2,98,10,1109,2439,10,5697,9255,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-janv.-14,1,January,2014,615,590,964,5,127,10,310,2299,2,3265,5876,,
IAD,Washington, DC: Washington Dulles International,01-janv.-14,1,January,2014,349,567,229,0,52,8,453,1198,5,3032,4688,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-janv.-14,1,January,2014,874,1360,795,0,176,9,1252,3203,14,10100,14569,,
